,run_id,ensemble_id,model,topic,agent_type,n_agents,max_t,n_initial_posts,initial_neighb-peer_ratio,background_beliefs,context_size,memory_loss,relevance_deprecation,self_confidence,contribution_probability,n_gram_prohibition,perspective_expansion_method,conf_bias_exponent,homophily_exponent,peer_selection_method,fwd_batch_size,epsilon,temp/top_p
936,20210409-01_3-11,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
937,20210409-01_26-4,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.0, 0.5]"
938,20210409-01_19-8,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.0, 0.5]"
939,20210409-01_11-3,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
940,20210409-01_56-13,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
941,20210409-01_61-18,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
942,20210409-01_7-8,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
943,20210409-01_60-1,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
944,20210409-01_60-30,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
945,20210409-01_21-22,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.4, 0.95]"
946,20210409-01_46-17,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
947,20210409-01_56-26,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
948,20210409-01_10-14,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
949,20210409-01_53-11,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
950,20210409-01_59-15,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
951,20210409-01_56-2,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
952,20210409-01_29-8,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.0, 0.5]"
953,20210409-01_75-22,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
954,20210409-01_73-12,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
955,20210409-01_57-23,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
956,20210409-01_31-1,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,confirmation_bias,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
957,20210409-01_16-9,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.0, 0.5]"
958,20210409-01_75-23,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
959,20210409-01_9-23,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
960,20210409-01_73-1,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
961,20210409-01_18-30,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.0, 0.5]"
962,20210409-01_47-26,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
963,20210409-01_58-15,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
964,20210409-01_71-10,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
965,20210409-01_8-13,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
966,20210409-01_67-22,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
967,20210409-01_12-18,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
968,20210409-01_71-14,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
969,20210409-01_54-9,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
970,20210409-01_6-25,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
971,20210409-01_73-18,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
972,20210409-01_73-8,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
973,20210409-01_12-17,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
974,20210409-01_9-3,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
975,20210409-01_67-24,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
976,20210409-01_22-28,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.4, 0.95]"
977,20210409-01_58-3,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
978,20210409-01_68-23,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
979,20210409-01_24-13,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.4, 0.95]"
980,20210409-01_1-28,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
981,20210409-01_58-28,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
982,20210409-01_25-24,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.4, 0.95]"
983,20210409-01_46-11,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
984,20210409-01_46-16,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
985,20210409-01_50-20,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
986,20210409-01_69-30,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
987,20210409-01_64-5,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
988,20210409-01_52-24,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
989,20210409-01_67-28,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
990,20210409-01_24-30,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.4, 0.95]"
991,20210409-01_6-2,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
992,20210409-01_59-5,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
993,20210409-01_74-25,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
994,20210409-01_25-22,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.4, 0.95]"
995,20210409-01_66-29,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
996,20210409-01_61-28,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
997,20210409-01_19-14,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.0, 0.5]"
998,20210409-01_13-2,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
999,20210409-01_5-25,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1000,20210409-01_61-5,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1001,20210409-01_30-20,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.0, 0.5]"
1002,20210409-01_8-7,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
1003,20210409-01_30-14,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.0, 0.5]"
1004,20210409-01_58-23,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1005,20210409-01_24-6,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.4, 0.95]"
1006,20210409-01_61-16,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1007,20210409-01_8-8,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
1008,20210409-01_28-3,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.0, 0.5]"
1009,20210409-01_75-27,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1010,20210409-01_61-10,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1011,20210409-01_50-27,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1012,20210409-01_54-21,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
1013,20210409-01_62-23,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1014,20210409-01_66-13,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
1015,20210409-01_71-4,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1016,20210409-01_69-27,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
1017,20210409-01_67-3,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
1018,20210409-01_18-11,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.0, 0.5]"
1019,20210409-01_62-28,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1020,20210409-01_73-11,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1021,20210409-01_65-3,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1022,20210409-01_74-5,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1023,20210409-01_32-1,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,confirmation_bias,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1024,20210409-01_66-26,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
1025,20210409-01_48-16,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1026,20210409-01_8-10,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
1027,20210409-01_47-16,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1028,20210409-01_46-2,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1029,20210409-01_19-12,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.0, 0.5]"
1030,20210409-01_55-27,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
1031,20210409-01_52-18,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
1032,20210409-01_60-11,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1033,20210409-01_26-19,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.0, 0.5]"
1034,20210409-01_65-24,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1035,20210409-01_13-4,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1036,20210409-01_20-4,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.0, 0.5]"
1037,20210409-01_23-12,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.4, 0.95]"
1038,20210409-01_48-12,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1039,20210409-01_11-29,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1040,20210409-01_19-9,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.0, 0.5]"
1041,20210409-01_7-26,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
1042,20210409-01_21-13,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.4, 0.95]"
1043,20210409-01_3-27,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1044,20210409-01_53-25,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.4, 0.95]"
1045,20210409-01_58-10,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1046,20210409-01_29-27,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.0, 0.5]"
1047,20210409-01_60-19,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1048,20210409-01_49-22,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,homophily,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1049,20210409-01_23-18,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,bounded_confidence,1,0.04,"[1.4, 0.95]"
1050,20210409-01_63-13,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,listening,20,150,5,0.5,0,8,1,0.9,1,0.2,5,confirmation_bias_lazy,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
1051,20210409-01_14-25,20210409-01,gpt2-xl,topics/all-drugs-should-be-legalized-7100.json,generating,20,150,5,0.5,0,8,2,0.9,1,0.2,5,random,50.0,50.0,all_neighbors,1,0.04,"[1.0, 0.5]"
